source,url,path,sha256,bytes,retrieved_utc,http_status
cbp_regime,https://api.census.gov/data/2022/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2022_EMP_N_F.json,5a1a47991476f14e3b3c8ce352f65c046cff3cef5bc347625a4e62326bc6e71a,406,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2023/cbp/variables/EMP.json,data/raw/audit/cbp_regime/variables/2023_EMP.json,e4beb70adf07b9e5ae856f4aae46c45964d4b94605c253c3f3e22857800967f8,344,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2023/cbp/variables/EMP_F.json,data/raw/audit/cbp_regime/variables/2023_EMP_F.json,1837367b51fc8717e7a84a1360516cd5f0fef08b2c092ac482ac371932d01186,386,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2023/cbp/variables/EMP_N.json,data/raw/audit/cbp_regime/variables/2023_EMP_N.json,61aed1566b93cef735a36bdcaaf597cee24385ec2288b8057e5ce3372ad3658f,364,2026-09-04T16:25:37+00:00,200
cbp_regime,https://api.census.gov/data/2023/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2023_EMP_N_F.json,94f9eec69936bd157a8842640b2793a591449c5abc0934fc53df4728eee4a05f,406,2026-09-04T16:25:37+00:00,200
ces,https://download.bls.gov/pub/time.series/sm/sm.area,data/raw/audit/ces/sm.area,357930421d05d7883c8ddb7657d0046e55e10e48840de2cb63e106d2d66e5649,12644,2026-09-04T23:14:00+00:00,200
ces,https://download.bls.gov/pub/time.series/sm/sm.data_type,data/raw/audit/ces/sm.data_type,3b14101486303537f41bcfbd187dcdb7cc5dd6d949830f7d4c9ab4a7f499b2dc,819,2026-09-04T23:14:00+00:00,200
ces,https://download.bls.gov/pub/time.series/sm/sm.industry,data/raw/audit/ces/sm.industry,63562d3efc25f54bc6163fc4282df1abb7c0653d24add398a685f3b4e836dbb9,14684,2026-09-04T23:14:00+00:00,200
ces,https://download.bls.gov/pub/time.series/sm/sm.series,data/raw/audit/ces/sm.series,22d766abc8838a77bd5427c684186b464759a7ec712e1904b246c76bb742abdc,1880196,2026-09-04T23:14:00+00:00,200
ces,https://download.bls.gov/pub/time.series/sm/sm.state,data/raw/audit/ces/sm.state,147cc20c91412cc8d70dd7003ea70453c20b68b396735bcc55159fd14b74b926,809,2026-09-04T23:14:00+00:00,200
